Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Wirral,E08000015,Upper tier local authority,16/04/2020,27,760
Wokingham,E06000041,Upper tier local authority,16/04/2020,2,229
Wolverhampton,E08000031,Upper tier local authority,16/04/2020,23,553
Worcestershire,E10000034,Upper tier local authority,16/04/2020,22,843
York,E06000014,Upper tier local authority,16/04/2020,10,171
England,E92000001,Country,15/04/2020,3362,86740
West Midlands,E12000005,Region,15/04/2020,364,9040
East of England,E12000006,Region,15/04/2020,241,7266
North West,E12000002,Region,15/04/2020,577,13241
East Midlands,E12000004,Region,15/04/2020,158,4905
South West,E12000009,Region,15/04/2020,208,4287
London,E12000007,Region,15/04/2020,546,20793
Yorkshire and The Humber,E12000003,Region,15/04/2020,307,6538
North East,E12000001,Region,15/04/2020,178,5070
South East,E12000008,Region,15/04/2020,553,12006
Barking and Dagenham,E09000002,Upper tier local authority,15/04/2020,11,381
Barnet,E09000003,Upper tier local authority,15/04/2020,21,1054
Barnsley,E08000016,Upper tier local authority,15/04/2020,3,441
Bath and North East Somerset,E06000022,Upper tier local authority,15/04/2020,7,158
Bedford,E06000055,Upper tier local authority,15/04/2020,6,288
Bexley,E09000004,Upper tier local authority,15/04/2020,11,482
Birmingham,E08000025,Upper tier local authority,15/04/2020,79,2157
Blackburn with Darwen,E06000008,Upper tier local authority,15/04/2020,10,214
Blackpool,E06000009,Upper tier local authority,15/04/2020,13,209
Bolton,E08000001,Upper tier local authority,15/04/2020,30,518
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,15/04/2020,7,285
Bracknell Forest,E06000036,Upper tier local authority,15/04/2020,3,155
Bradford,E08000032,Upper tier local authority,15/04/2020,39,523
Brent,E09000005,Upper tier local authority,15/04/2020,25,1150
Brighton and Hove,E06000043,Upper tier local authority,15/04/2020,15,277
"Bristol, City of",E06000023,Upper tier local authority,15/04/2020,21,417
Bromley,E09000006,Upper tier local authority,15/04/2020,24,866
Buckinghamshire,E10000002,Upper tier local authority,15/04/2020,20,586
Bury,E08000002,Upper tier local authority,15/04/2020,24,292
Calderdale,E08000033,Upper tier local authority,15/04/2020,12,175
Cambridgeshire,E10000003,Upper tier local authority,15/04/2020,14,481
Camden,E09000007,Upper tier local authority,15/04/2020,19,488
Central Bedfordshire,E06000056,Upper tier local authority,15/04/2020,12,357
Cheshire East,E06000049,Upper tier local authority,15/04/2020,26,538
Cheshire West and Chester,E06000050,Upper tier local authority,15/04/2020,21,524
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,15/04/2020,8,356
County Durham,E06000047,Upper tier local authority,15/04/2020,35,837
Coventry,E08000026,Upper tier local authority,15/04/2020,20,489
Croydon,E09000008,Upper tier local authority,15/04/2020,36,1139
Cumbria,E10000006,Upper tier local authority,15/04/2020,35,1428
Darlington,E06000005,Upper tier local authority,15/04/2020,9,169
Derby,E06000015,Upper tier local authority,15/04/2020,7,389
Derbyshire,E10000007,Upper tier local authority,15/04/2020,28,867
Devon,E10000008,Upper tier local authority,15/04/2020,19,481
Doncaster,E08000017,Upper tier local authority,15/04/2020,5,262
Dorset,E06000059,Upper tier local authority,15/04/2020,9,231
Dudley,E08000027,Upper tier local authority,15/04/2020,24,525
Ealing,E09000009,Upper tier local authority,15/04/2020,42,889
East Riding of Yorkshire,E06000011,Upper tier local authority,15/04/2020,20,304
East Sussex,E10000011,Upper tier local authority,15/04/2020,13,400
Enfield,E09000010,Upper tier local authority,15/04/2020,11,649
Essex,E10000012,Upper tier local authority,15/04/2020,51,1828
Gateshead,E08000037,Upper tier local authority,15/04/2020,15,533
Gloucestershire,E10000013,Upper tier local authority,15/04/2020,42,839
Greenwich,E09000011,Upper tier local authority,15/04/2020,14,547
Hackney,E09000012,Upper tier local authority,15/04/2020,12,540
Halton,E06000006,Upper tier local authority,15/04/2020,12,246
Hammersmith and Fulham,E09000013,Upper tier local authority,15/04/2020,24,438
Hampshire,E10000014,Upper tier local authority,15/04/2020,86,1981
Haringey,E09000014,Upper tier local authority,15/04/2020,14,480
Harrow,E09000015,Upper tier local authority,15/04/2020,14,742
Hartlepool,E06000001,Upper tier local authority,15/04/2020,2,81
Havering,E09000016,Upper tier local authority,15/04/2020,16,531
"Herefordshire, County of",E06000019,Upper tier local authority,15/04/2020,3,132
Hertfordshire,E10000015,Upper tier local authority,15/04/2020,49,1758
Hillingdon,E09000017,Upper tier local authority,15/04/2020,13,585
Hounslow,E09000018,Upper tier local authority,15/04/2020,13,546
Isle of Wight,E06000046,Upper tier local authority,15/04/2020,4,59
Islington,E09000019,Upper tier local authority,15/04/2020,8,358
Kensington and Chelsea,E09000020,Upper tier local authority,15/04/2020,4,396
Kent,E10000016,Upper tier local authority,15/04/2020,166,2179
"Kingston upon Hull, City of",E06000010,Upper tier local authority,15/04/2020,32,223
Kingston upon Thames,E09000021,Upper tier local authority,15/04/2020,13,348
Kirklees,E08000034,Upper tier local authority,15/04/2020,12,398
Knowsley,E08000011,Upper tier local authority,15/04/2020,25,369
Lambeth,E09000022,Upper tier local authority,15/04/2020,23,995
Lancashire,E10000017,Upper tier local authority,15/04/2020,78,1932
Leeds,E08000035,Upper tier local authority,15/04/2020,53,824
Leicester,E06000016,Upper tier local authority,15/04/2020,15,446
Leicestershire,E10000018,Upper tier local authority,15/04/2020,26,619
Lewisham,E09000023,Upper tier local authority,15/04/2020,19,773
Lincolnshire,E10000019,Upper tier local authority,15/04/2020,24,574
Liverpool,E08000012,Upper tier local authority,15/04/2020,38,1066
Luton,E06000032,Upper tier local authority,15/04/2020,9,468
Manchester,E08000003,Upper tier local authority,15/04/2020,30,813
Medway,E06000035,Upper tier local authority,15/04/2020,15,446
Merton,E09000024,Upper tier local authority,15/04/2020,10,557
Middlesbrough,E06000002,Upper tier local authority,15/04/2020,11,351
Milton Keynes,E06000042,Upper tier local authority,15/04/2020,12,361
Newcastle upon Tyne,E08000021,Upper tier local authority,15/04/2020,16,674
Newham,E09000025,Upper tier local authority,15/04/2020,17,834
Norfolk,E10000020,Upper tier local authority,15/04/2020,54,899
North Lincolnshire,E06000013,Upper tier local authority,15/04/2020,14,165
North Somerset,E06000024,Upper tier local authority,15/04/2020,9,144
North Tyneside,E08000022,Upper tier local authority,15/04/2020,11,357
North Yorkshire,E10000023,Upper tier local authority,15/04/2020,36,586
Northamptonshire,E10000021,Upper tier local authority,15/04/2020,29,843
Northumberland,E06000057,Upper tier local authority,15/04/2020,19,538
Nottingham,E06000018,Upper tier local authority,15/04/2020,9,350
Nottinghamshire,E10000024,Upper tier local authority,15/04/2020,20,805
Oldham,E08000004,Upper tier local authority,15/04/2020,24,411
Oxfordshire,E10000025,Upper tier local authority,15/04/2020,35,1119
Peterborough,E06000031,Upper tier local authority,15/04/2020,4,123
Plymouth,E06000026,Upper tier local authority,15/04/2020,11,187
Portsmouth,E06000044,Upper tier local authority,15/04/2020,12,219
Reading,E06000038,Upper tier local authority,15/04/2020,19,307
Redbridge,E09000026,Upper tier local authority,15/04/2020,7,577
Redcar and Cleveland,E06000003,Upper tier local authority,15/04/2020,4,204
Richmond upon Thames,E09000027,Upper tier local authority,15/04/2020,8,314
Rochdale,E08000005,Upper tier local authority,15/04/2020,17,304
Rotherham,E08000018,Upper tier local authority,15/04/2020,13,454
Salford,E08000006,Upper tier local authority,15/04/2020,19,412
Sandwell,E08000028,Upper tier local authority,15/04/2020,37,699
Sefton,E08000014,Upper tier local authority,15/04/2020,33,614
Sheffield,E08000019,Upper tier local authority,15/04/2020,44,1550
Shropshire,E06000051,Upper tier local authority,15/04/2020,10,301
Slough,E06000039,Upper tier local authority,15/04/2020,12,293
Solihull,E08000029,Upper tier local authority,15/04/2020,18,414
Somerset,E10000027,Upper tier local authority,15/04/2020,17,281
South Gloucestershire,E06000025,Upper tier local authority,15/04/2020,19,249
South Tyneside,E08000023,Upper tier local authority,15/04/2020,10,291
Southampton,E06000045,Upper tier local authority,15/04/2020,10,312
Southend-on-Sea,E06000033,Upper tier local authority,15/04/2020,6,251
Southwark,E09000028,Upper tier local authority,15/04/2020,21,1050
St. Helens,E08000013,Upper tier local authority,15/04/2020,27,440
Staffordshire,E10000028,Upper tier local authority,15/04/2020,53,1127
Stockport,E08000007,Upper tier local authority,15/04/2020,24,590
Stockton-on-Tees,E06000004,Upper tier local authority,15/04/2020,6,229
Stoke-on-Trent,E06000021,Upper tier local authority,15/04/2020,15,254
Suffolk,E10000029,Upper tier local authority,15/04/2020,35,596
Sunderland,E08000024,Upper tier local authority,15/04/2020,40,806
Surrey,E10000030,Upper tier local authority,15/04/2020,85,1922
Sutton,E09000029,Upper tier local authority,15/04/2020,26,560
Swindon,E06000030,Upper tier local authority,15/04/2020,11,239
Tameside,E08000008,Upper tier local authority,15/04/2020,12,347
Telford and Wrekin,E06000020,Upper tier local authority,15/04/2020,6,150
Thurrock,E06000034,Upper tier local authority,15/04/2020,1,217
Torbay,E06000027,Upper tier local authority,15/04/2020,3,110
Tower Hamlets,E09000030,Upper tier local authority,15/04/2020,11,537
Trafford,E08000009,Upper tier local authority,15/04/2020,8,433
Wakefield,E08000036,Upper tier local authority,15/04/2020,17,382
Walsall,E08000030,Upper tier local authority,15/04/2020,18,645
Waltham Forest,E09000031,Upper tier local authority,15/04/2020,25,621
Wandsworth,E09000032,Upper tier local authority,15/04/2020,19,810
Warrington,E06000007,Upper tier local authority,15/04/2020,12,413
Warwickshire,E10000031,Upper tier local authority,15/04/2020,27,796
West Berkshire,E06000037,Upper tier local authority,15/04/2020,4,200
West Sussex,E10000032,Upper tier local authority,15/04/2020,29,783
Westminster,E09000033,Upper tier local authority,15/04/2020,15,543
Wigan,E08000010,Upper tier local authority,15/04/2020,21,395
Wiltshire,E06000054,Upper tier local authority,15/04/2020,25,310
Windsor and Maidenhead,E06000040,Upper tier local authority,15/04/2020,6,180
Wirral,E08000015,Upper tier local authority,15/04/2020,38,733
Wokingham,E06000041,Upper tier local authority,15/04/2020,7,227
Wolverhampton,E08000031,Upper tier local authority,15/04/2020,16,530
Worcestershire,E10000034,Upper tier local authority,15/04/2020,38,821
York,E06000014,Upper tier local authority,15/04/2020,7,161
England,E92000001,Country,14/04/2020,3265,83378
West Midlands,E12000005,Region,14/04/2020,343,8676
East of England,E12000006,Region,14/04/2020,276,7025
North West,E12000002,Region,14/04/2020,547,12664
East Midlands,E12000004,Region,14/04/2020,189,4747
South West,E12000009,Region,14/04/2020,171,4079
London,E12000007,Region,14/04/2020,540,20247
Yorkshire and The Humber,E12000003,Region,14/04/2020,293,6231
North East,E12000001,Region,14/04/2020,229,4892
South East,E12000008,Region,14/04/2020,489,11453
Barking and Dagenham,E09000002,Upper tier local authority,14/04/2020,13,370
Barnet,E09000003,Upper tier local authority,14/04/2020,20,1033
Barnsley,E08000016,Upper tier local authority,14/04/2020,26,438
Bath and North East Somerset,E06000022,Upper tier local authority,14/04/2020,9,151
Bedford,E06000055,Upper tier local authority,14/04/2020,18,282
Bexley,E09000004,Upper tier local authority,14/04/2020,23,471
Birmingham,E08000025,Upper tier local authority,14/04/2020,81,2078
Blackburn with Darwen,E06000008,Upper tier local authority,14/04/2020,16,204
Blackpool,E06000009,Upper tier local authority,14/04/2020,8,196
Bolton,E08000001,Upper tier local authority,14/04/2020,29,488
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,14/04/2020,11,278
Bracknell Forest,E06000036,Upper tier local authority,14/04/2020,10,152
Bradford,E08000032,Upper tier local authority,14/04/2020,17,484
Brent,E09000005,Upper tier local authority,14/04/2020,34,1125
Brighton and Hove,E06000043,Upper tier local authority,14/04/2020,13,262
"Bristol, City of",E06000023,Upper tier local authority,14/04/2020,17,396
Bromley,E09000006,Upper tier local authority,14/04/2020,20,842
Buckinghamshire,E10000002,Upper tier local authority,14/04/2020,21,566
Bury,E08000002,Upper tier local authority,14/04/2020,4,268
Calderdale,E08000033,Upper tier local authority,14/04/2020,7,163
Cambridgeshire,E10000003,Upper tier local authority,14/04/2020,19,467
Camden,E09000007,Upper tier local authority,14/04/2020,9,469
Central Bedfordshire,E06000056,Upper tier local authority,14/04/2020,16,345
Cheshire East,E06000049,Upper tier local authority,14/04/2020,28,512
Cheshire West and Chester,E06000050,Upper tier local authority,14/04/2020,22,503
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,14/04/2020,10,348
County Durham,E06000047,Upper tier local authority,14/04/2020,36,802
Coventry,E08000026,Upper tier local authority,14/04/2020,13,469
Croydon,E09000008,Upper tier local authority,14/04/2020,40,1103
Cumbria,E10000006,Upper tier local authority,14/04/2020,52,1393
Darlington,E06000005,Upper tier local authority,14/04/2020,7,160
Derby,E06000015,Upper tier local authority,14/04/2020,5,382
Derbyshire,E10000007,Upper tier local authority,14/04/2020,30,839
Devon,E10000008,Upper tier local authority,14/04/2020,20,462
Doncaster,E08000017,Upper tier local authority,14/04/2020,3,257
Dorset,E06000059,Upper tier local authority,14/04/2020,8,222
Dudley,E08000027,Upper tier local authority,14/04/2020,10,501
Ealing,E09000009,Upper tier local authority,14/04/2020,27,847
East Riding of Yorkshire,E06000011,Upper tier local authority,14/04/2020,26,284
East Sussex,E10000011,Upper tier local authority,14/04/2020,13,387
Enfield,E09000010,Upper tier local authority,14/04/2020,35,638
Essex,E10000012,Upper tier local authority,14/04/2020,48,1777
Gateshead,E08000037,Upper tier local authority,14/04/2020,25,518
Gloucestershire,E10000013,Upper tier local authority,14/04/2020,27,797
Greenwich,E09000011,Upper tier local authority,14/04/2020,29,533
Hackney,E09000012,Upper tier local authority,14/04/2020,7,528
Halton,E06000006,Upper tier local authority,14/04/2020,10,234
Hammersmith and Fulham,E09000013,Upper tier local authority,14/04/2020,9,414
Hampshire,E10000014,Upper tier local authority,14/04/2020,62,1895
Haringey,E09000014,Upper tier local authority,14/04/2020,9,466
Harrow,E09000015,Upper tier local authority,14/04/2020,15,728
Hartlepool,E06000001,Upper tier local authority,14/04/2020,1,79
Havering,E09000016,Upper tier local authority,14/04/2020,14,515
"Herefordshire, County of",E06000019,Upper tier local authority,14/04/2020,5,129
Hertfordshire,E10000015,Upper tier local authority,14/04/2020,61,1709
Hillingdon,E09000017,Upper tier local authority,14/04/2020,17,572
Hounslow,E09000018,Upper tier local authority,14/04/2020,21,533
Islington,E09000019,Upper tier local authority,14/04/2020,7,350
Kensington and Chelsea,E09000020,Upper tier local authority,14/04/2020,6,392
Kent,E10000016,Upper tier local authority,14/04/2020,61,2013
"Kingston upon Hull, City of",E06000010,Upper tier local authority,14/04/2020,28,191
Kingston upon Thames,E09000021,Upper tier local authority,14/04/2020,14,335
Kirklees,E08000034,Upper tier local authority,14/04/2020,24,386
Knowsley,E08000011,Upper tier local authority,14/04/2020,8,344
Lambeth,E09000022,Upper tier local authority,14/04/2020,11,972
Lancashire,E10000017,Upper tier local authority,14/04/2020,87,1854
Leeds,E08000035,Upper tier local authority,14/04/2020,35,771
