"","Area.name","Area.code","Area.type","Specimen.date","Daily.lab.confirmed.cases","Cumulative.lab.confirmed.cases"
"1766","Plymouth","E06000026","Upper tier local authority","2020-04-10",13,141
"1767","Peterborough","E06000031","Upper tier local authority","2020-04-10",1,104
"1768","Oxfordshire","E10000025","Upper tier local authority","2020-04-10",70,914
"1769","Oldham","E08000004","Upper tier local authority","2020-04-10",27,331
"1770","Nottinghamshire","E10000024","Upper tier local authority","2020-04-10",17,663
"1771","Nottingham","E06000018","Upper tier local authority","2020-04-10",14,295
"1772","Northumberland","E06000057","Upper tier local authority","2020-04-10",24,382
"1773","Northamptonshire","E10000021","Upper tier local authority","2020-04-10",27,709
"1774","North Yorkshire","E10000023","Upper tier local authority","2020-04-10",24,457
"1775","North Tyneside","E08000022","Upper tier local authority","2020-04-10",8,298
"1776","North Somerset","E06000024","Upper tier local authority","2020-04-10",4,117
"1777","North Lincolnshire","E06000013","Upper tier local authority","2020-04-10",3,105
"1778","North East Lincolnshire","E06000012","Upper tier local authority","2020-04-10",4,73
"1779","Norfolk","E10000020","Upper tier local authority","2020-04-10",48,642
"1780","Newham","E09000025","Upper tier local authority","2020-04-10",24,742
"1781","Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-10",29,570
"1782","Milton Keynes","E06000042","Upper tier local authority","2020-04-10",17,298
"1783","Middlesbrough","E06000002","Upper tier local authority","2020-04-10",17,272
"1784","Merton","E09000024","Upper tier local authority","2020-04-10",11,490
"1785","Medway","E06000035","Upper tier local authority","2020-04-10",22,382
"1786","Manchester","E08000003","Upper tier local authority","2020-04-10",32,645
"1787","Luton","E06000032","Upper tier local authority","2020-04-10",22,381
"1788","Liverpool","E08000012","Upper tier local authority","2020-04-10",34,894
"1789","Lincolnshire","E10000019","Upper tier local authority","2020-04-10",27,451
"1790","Lewisham","E09000023","Upper tier local authority","2020-04-10",8,684
"1791","Leicestershire","E10000018","Upper tier local authority","2020-04-10",27,523
"1792","Leicester","E06000016","Upper tier local authority","2020-04-10",20,371
"1793","Leeds","E08000035","Upper tier local authority","2020-04-10",47,636
"1794","Lancashire","E10000017","Upper tier local authority","2020-04-10",71,1536
"1795","Lambeth","E09000022","Upper tier local authority","2020-04-10",16,884
"1796","Knowsley","E08000011","Upper tier local authority","2020-04-10",12,301
"1797","Kirklees","E08000034","Upper tier local authority","2020-04-10",12,322
"1798","Kingston upon Thames","E09000021","Upper tier local authority","2020-04-10",10,297
"1799","Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-10",18,123
"1800","Kent","E10000016","Upper tier local authority","2020-04-10",122,1664
"1801","Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-10",11,369
"1802","Islington","E09000019","Upper tier local authority","2020-04-10",4,327
"1803","Isle of Wight","E06000046","Upper tier local authority","2020-04-10",5,51
"1804","Hounslow","E09000018","Upper tier local authority","2020-04-10",16,484
"1805","Hillingdon","E09000017","Upper tier local authority","2020-04-10",20,512
"1806","Hertfordshire","E10000015","Upper tier local authority","2020-04-10",76,1491
"1807","Herefordshire, County of","E06000019","Upper tier local authority","2020-04-10",6,102
"1808","Havering","E09000016","Upper tier local authority","2020-04-10",26,445
"1809","Hartlepool","E06000001","Upper tier local authority","2020-04-10",2,73
"1810","Harrow","E09000015","Upper tier local authority","2020-04-10",27,660
"1811","Haringey","E09000014","Upper tier local authority","2020-04-10",11,422
"1812","Hampshire","E10000014","Upper tier local authority","2020-04-10",83,1631
"1813","Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-10",16,387
"1814","Halton","E06000006","Upper tier local authority","2020-04-10",12,200
"1815","Hackney","E09000012","Upper tier local authority","2020-04-10",14,489
"1816","Greenwich","E09000011","Upper tier local authority","2020-04-10",14,468
"1817","Gloucestershire","E10000013","Upper tier local authority","2020-04-10",63,662
"1818","Gateshead","E08000037","Upper tier local authority","2020-04-10",33,427
"1819","Essex","E10000012","Upper tier local authority","2020-04-10",57,1538
"1820","Enfield","E09000010","Upper tier local authority","2020-04-10",25,552
"1821","East Sussex","E10000011","Upper tier local authority","2020-04-10",18,337
"1822","East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-10",22,219
"1823","Ealing","E09000009","Upper tier local authority","2020-04-10",45,743
"1824","Dudley","E08000027","Upper tier local authority","2020-04-10",28,443
"1825","Dorset","E06000059","Upper tier local authority","2020-04-10",12,202
"1826","Doncaster","E08000017","Upper tier local authority","2020-04-10",4,230
"1827","Devon","E10000008","Upper tier local authority","2020-04-10",28,372
"1828","Derbyshire","E10000007","Upper tier local authority","2020-04-10",26,736
"1829","Derby","E06000015","Upper tier local authority","2020-04-10",12,351
"1830","Darlington","E06000005","Upper tier local authority","2020-04-10",4,125
"1831","Cumbria","E10000006","Upper tier local authority","2020-04-10",34,1234
"1832","Croydon","E09000008","Upper tier local authority","2020-04-10",25,990
"1833","Coventry","E08000026","Upper tier local authority","2020-04-10",15,402
"1834","County Durham","E06000047","Upper tier local authority","2020-04-10",56,645
"1835","Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-10",12,287
"1836","Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-10",25,424
"1837","Cheshire East","E06000049","Upper tier local authority","2020-04-10",28,405
"1838","Central Bedfordshire","E06000056","Upper tier local authority","2020-04-10",18,290
"1839","Camden","E09000007","Upper tier local authority","2020-04-10",10,431
"1840","Cambridgeshire","E10000003","Upper tier local authority","2020-04-10",18,406
"1841","Calderdale","E08000033","Upper tier local authority","2020-04-10",11,139
"1842","Bury","E08000002","Upper tier local authority","2020-04-10",16,233
"1843","Buckinghamshire","E10000002","Upper tier local authority","2020-04-10",26,499
"1844","Bromley","E09000006","Upper tier local authority","2020-04-10",23,756
"1845","Bristol, City of","E06000023","Upper tier local authority","2020-04-10",18,324
"1846","Brighton and Hove","E06000043","Upper tier local authority","2020-04-10",10,221
"1847","Brent","E09000005","Upper tier local authority","2020-04-10",40,1019
"1848","Bradford","E08000032","Upper tier local authority","2020-04-10",18,413
"1849","Bracknell Forest","E06000036","Upper tier local authority","2020-04-10",4,111
"1850","Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-10",22,226
"1851","Bolton","E08000001","Upper tier local authority","2020-04-10",28,377
"1852","Blackpool","E06000009","Upper tier local authority","2020-04-10",16,148
"1853","Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-10",12,155
"1854","Birmingham","E08000025","Upper tier local authority","2020-04-10",65,1868
"1855","Bexley","E09000004","Upper tier local authority","2020-04-10",14,422
"1856","Bedford","E06000055","Upper tier local authority","2020-04-10",15,229
"1857","Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-10",16,125
"1858","Barnsley","E08000016","Upper tier local authority","2020-04-10",25,336
"1859","Barnet","E09000003","Upper tier local authority","2020-04-10",21,953
"1860","Barking and Dagenham","E09000002","Upper tier local authority","2020-04-10",10,320
"1861","Yorkshire and The Humber","E12000003","Region","2020-04-10",287,5144
"1862","West Midlands","E12000005","Region","2020-04-10",376,7531
"1863","South West","E12000009","Region","2020-04-10",234,3376
"1864","South East","E12000008","Region","2020-04-10",562,9619
"1865","North West","E12000002","Region","2020-04-10",547,10651
"1866","North East","E12000001","Region","2020-04-10",241,3992
"1867","London","E12000007","Region","2020-04-10",574,18251
"1868","East of England","E12000006","Region","2020-04-10",302,5963
"1869","East Midlands","E12000004","Region","2020-04-10",171,4109
"1870","England","E92000001","Nation","2020-04-10",3446,71341
"1871","York","E06000014","Upper tier local authority","2020-04-09",9,120
"1872","Worcestershire","E10000034","Upper tier local authority","2020-04-09",39,621
"1873","Wolverhampton","E08000031","Upper tier local authority","2020-04-09",19,425
"1874","Wokingham","E06000041","Upper tier local authority","2020-04-09",5,160
"1875","Wirral","E08000015","Upper tier local authority","2020-04-09",40,522
"1876","Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-09",10,146
"1877","Wiltshire","E06000054","Upper tier local authority","2020-04-09",17,231
"1878","Wigan","E08000010","Upper tier local authority","2020-04-09",13,282
"1879","Westminster","E09000033","Upper tier local authority","2020-04-09",19,479
"1880","West Sussex","E10000032","Upper tier local authority","2020-04-09",38,608
"1881","West Berkshire","E06000037","Upper tier local authority","2020-04-09",2,144
"1882","Warwickshire","E10000031","Upper tier local authority","2020-04-09",40,632
"1883","Warrington","E06000007","Upper tier local authority","2020-04-09",21,304
"1884","Wandsworth","E09000032","Upper tier local authority","2020-04-09",24,710
"1885","Waltham Forest","E09000031","Upper tier local authority","2020-04-09",25,512
"1886","Walsall","E08000030","Upper tier local authority","2020-04-09",32,544
"1887","Wakefield","E08000036","Upper tier local authority","2020-04-09",13,295
"1888","Trafford","E08000009","Upper tier local authority","2020-04-09",16,349
"1889","Tower Hamlets","E09000030","Upper tier local authority","2020-04-09",15,463
"1890","Torbay","E06000027","Upper tier local authority","2020-04-09",21,93
"1891","Thurrock","E06000034","Upper tier local authority","2020-04-09",5,187
"1892","Telford and Wrekin","E06000020","Upper tier local authority","2020-04-09",2,124
"1893","Tameside","E08000008","Upper tier local authority","2020-04-09",14,268
"1894","Swindon","E06000030","Upper tier local authority","2020-04-09",19,155
"1895","Sutton","E09000029","Upper tier local authority","2020-04-09",22,416
"1896","Surrey","E10000030","Upper tier local authority","2020-04-09",60,1464
"1897","Sunderland","E08000024","Upper tier local authority","2020-04-09",47,592
"1898","Suffolk","E10000029","Upper tier local authority","2020-04-09",28,441
"1899","Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-09",11,165
"1900","Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-09",16,192
"1901","Stockport","E08000007","Upper tier local authority","2020-04-09",35,436
"1902","Staffordshire","E10000028","Upper tier local authority","2020-04-09",57,856
"1903","St. Helens","E08000013","Upper tier local authority","2020-04-09",21,365
"1904","Southwark","E09000028","Upper tier local authority","2020-04-09",41,918
"1905","Southend-on-Sea","E06000033","Upper tier local authority","2020-04-09",6,207
"1906","Southampton","E06000045","Upper tier local authority","2020-04-09",22,249
"1907","South Tyneside","E08000023","Upper tier local authority","2020-04-09",12,199
"1908","South Gloucestershire","E06000025","Upper tier local authority","2020-04-09",13,206
"1909","Somerset","E10000027","Upper tier local authority","2020-04-09",13,189
"1910","Solihull","E08000029","Upper tier local authority","2020-04-09",19,325
"1911","Slough","E06000039","Upper tier local authority","2020-04-09",8,216
"1912","Shropshire","E06000051","Upper tier local authority","2020-04-09",14,232
"1913","Sheffield","E08000019","Upper tier local authority","2020-04-09",53,1249
"1914","Sefton","E08000014","Upper tier local authority","2020-04-09",33,459
"1915","Sandwell","E08000028","Upper tier local authority","2020-04-09",25,530
"1916","Salford","E08000006","Upper tier local authority","2020-04-09",4,330
"1917","Rotherham","E08000018","Upper tier local authority","2020-04-09",19,328
"1918","Rochdale","E08000005","Upper tier local authority","2020-04-09",16,253
"1919","Richmond upon Thames","E09000027","Upper tier local authority","2020-04-09",9,272
"1920","Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-09",9,149
"1921","Redbridge","E09000026","Upper tier local authority","2020-04-09",30,489
"1922","Reading","E06000038","Upper tier local authority","2020-04-09",15,178
"1923","Portsmouth","E06000044","Upper tier local authority","2020-04-09",10,161
"1924","Plymouth","E06000026","Upper tier local authority","2020-04-09",9,128
"1925","Oxfordshire","E10000025","Upper tier local authority","2020-04-09",60,844
"1926","Oldham","E08000004","Upper tier local authority","2020-04-09",11,304
"1927","Nottinghamshire","E10000024","Upper tier local authority","2020-04-09",52,646
"1928","Nottingham","E06000018","Upper tier local authority","2020-04-09",12,281
